SMILES,ID,Database
C[C@]12CCC(=O)C([C@H]1CC(=O)[C@@]3([C@H]2CC[C@@]4([C@]35[C@H](O5)C(=O)O[C@H]4c6ccoc6)C)C)(C)C,EA_0128,AfroDb
CC(C)C1=CC2=CC=C3[C@@](C2=C(C1=O)O)(CC[C@@H](C3(C)C)OC(=O)c4ccccc4)C,EA_0131,AfroDb
CC(C)C1=CC2=CC=C3[C@@](C2=C(C1=O)O)(CC[C@@H](C3(C)C)OC(=O)/C=C/c4ccccc4)C,EA_0132,AfroDb
CC(C)C1=CC2=CC=C3[C@@](C2=C([C@H]1O)O)(CC[C@@H](C3(C)C)OC(=O)c4ccccc4)C,EA_0133,AfroDb
CC(C)C1=CC2=CC=C3[C@@]([C@@H]2C(=O)C1=O)(CC[C@@H](C3(C)C)OC(=O)c4ccccc4)C,EA_0134,AfroDb
C[C@@H]1CC[C@H]2C(=C3CCC[C@]2([C@@H]1OC)O3)C,EA_0135,AfroDb
C[C@]1(CC[C@@]2([C@@H](C1)CC[C@@H]3[C@H]2CC(=O)[C@@H](C3(C)C)O)C)C=C,EA_0136,AfroDb
CC1(C=Cc2c(ccc3c2O[C@@H]4COc5cc(c(cc5[C@@H]4C3=O)OC)OC)O1)C,EA_0137,AfroDb
CC1(C=Cc2c(ccc3c2O[C@@H]4COc5cc(c(cc5[C@@]4(C3=O)O)OC)OC)O1)C,EA_0138,AfroDb
CC(=C)[C@H]1C=Cc2c(ccc3c2O[C@@H]4COc5cc(c(cc5[C@@H]4C3=O)OC)OC)O1,EA_0139,AfroDb
CC(C)c1c(cc2c(c1OC)O[C@@]3([C@@H](C2)[C@@]4(CC[C@@H]5C[C@@H]([C@H]([C@@H]([C@H]5O4)OC)C(C)C)OC)C(=O)C(=C3C(C)C)OC)OC)OC,EA_0140,AfroDb
COc1cc2c(cc1c3cc4cc5ccoc5cc4oc3=O)OCO2,EA_0141,AfroDb
COc1cc2c(cc1[C@H]3C(=O)c4cc5ccoc5cc4OC3=O)OCO2,EA_0142,AfroDb
COc1cc(cc(c1OC)OC)[C@@H]2COc3cc4c(cco4)cc3C2=O,EA_0143,AfroDb
c1coc2c1cc3c(c2)OC[C@H]4[C@@H]3Oc5c4cc6c(c5)OCO6,EA_0144,AfroDb
COc1c2c(cco2)cc3c1OC[C@H]4[C@@H]3Oc5c4cc6c(c5)OCO6,EA_0145,AfroDb
COc1ccc2c(c1OC)OC[C@H]3[C@@H]2Oc4c3cc5c(c4)OCO5,EA_0146,AfroDb
c1c2c(cc3c1OCO3)N4C(=O)C[C@]56CC[C@]47[C@H]2CC[N@]([C@@H]75)CC=C6,EA_0147,AfroDb
c1ccc2c(c1)[C@@H]3CC[N@]4CC=C[C@]56[C@]4([C@@H]3CC5)N2C(=O)C6,EA_0148,AfroDb
c1c2c(cc3c1OCO3)N4C(=O)[C@@H]([C@]56CC[C@]47[C@H]2CC[N@]([C@@H]75)CC=C6)O,EA_0149,AfroDb
C[C@]12CCC(=O)C([C@@H]1CC[C@@]3([C@H]2CC[C@@]45[C@]3(CC[C@@]6([C@H]4CC(CC6=O)(C)C)CO5)C)C)(C)C,EA_0150,AfroDb
C[C@]12CC[C@@H](C([C@@H]1CC[C@@]3([C@H]2CC[C@@]45[C@]3(CC[C@@]6([C@H]4CC(CC6=O)(C)C)CO5)C)C)(C)C)O,EA_0151,AfroDb
C[C@]12CC[C@@H](C([C@@H]1CC[C@@]3([C@H]2CC[C@@]45[C@]3(CC[C@@]6([C@H]4CC(C[C@@H]6O)(C)C)CO5)C)C)(C)C)O,EA_0152,AfroDb
C[C@]12CC[C@@H](C([C@@H]1CC[C@@]3([C@H]2CC=C4[C@]3(CC(=O)[C@@]5([C@H]4CC(CC5)(C)C)CO)C)C)(C)C)O,EA_0153,AfroDb
C[C@]12CC[C@@H](C([C@@H]1CC[C@@]3([C@H]2CC=C4[C@]3(C[C@H]([C@@]5([C@H]4CC(CC5)(C)C)CO)O)C)C)(C)C)O,EA_0154,AfroDb
CC(=Cc1cc(cc(c1OC)O)[C@@H]2CC(=O)c3c(cc(cc3O2)O)O)C,EA_0155,AfroDb
CC(=CCc1ccc2c(c1)[C@H]3[C@H](CO2)c4ccc(cc4O3)O)C,EA_0156,AfroDb
CC(=CC[C@@H]1Cc2cc3c(cc2C[C@@H]1O)OC[C@H]4[C@H]3Oc5c4ccc(c5)O)C,EA_0157,AfroDb
CC(=CCc1c(cc2c(c1O)C(=O)[C@@H](CO2)c3ccc(cc3O)O)O)C,EA_0158,AfroDb
CC(=CCc1c(ccc2c1O[C@H]3[C@]2(COc4c3ccc(c4)O)O)OC)C,EA_0159,AfroDb
CC(=CCc1ccc2c(c1)OC[C@@H]3[C@@H]2Oc4c3ccc(c4CC=C(C)C)O)C,EA_0160,AfroDb
CC(=CCc1c(ccc2c1O[C@H]3[C@H]2COc4c3cccc4)O)C,EA_0161,AfroDb
CC1(C=Cc2c(ccc3c2O[C@H]4[C@H]3COc5c4ccc(c5)O)O1)C,EA_0162,AfroDb
CC1(CCc2cc(ccc2O1)[C@@H]3CC(=O)c4ccc(cc4O3)O)C,EA_0163,AfroDb
CC(=CC[C@H]1Cc2cc(ccc2O[C@H]1O)[C@@H]3CC(=O)c4ccc(cc4O3)O)C,EA_0164,AfroDb
CC(=CCc1cc(cc2c1OC(CC2)(C)C)[C@@H]3CC(=O)c4ccc(cc4O3)O)C,EA_0165,AfroDb
CC(=CCc1cc(cc(c1O)CC=C(C)C)/C=C/C(=O)c2ccccc2)C,EA_0166,AfroDb
C[C@]1(CCC=C[C@H]1c2ccc3c(c2)[C@@H](CN3)C(C)(C)C=C)/C=C/c4cccc5c4c(c[nH]5)C(C)(C)C=C,EA_0167,AfroDb
C[C@@]1(CCC=C[C@H]1c2ccc3c(c2)[C@@H](CN3)C(C)(C)C=C)/C=C\c4cccc5c4c(c[nH]5)C(C)(C)C=C,EA_0168,AfroDb
C[C@@H](CCC[C@@H](C)CCC/C(=C/CO)/C)CCCC(C)C,EA_0169,AfroDb
CC/C=C(/C)\CCC[C@H](C)CCC[C@H](C)CCCC(C)C,EA_0170,AfroDb
C[C@H](CCC[C@H](C)CCCC(C)C)CCC[C@H](C)CCO,EA_0171,AfroDb
C[C@@H](CCC[C@@H](C)CCC/C(=C/COC(=O)C)/C)CCCC(C)C,EA_0172,AfroDb
C[C@@H](CCC[C@@H](C)CCC[C@@]1([C@H](O1)CO)C)CCCC(C)C,EA_0173,AfroDb
C[C@@H](CCC[C@@H](C)CCC[C@](C)(CC(=O)O)O)CCCC(C)C,EA_0117,AfroDb
CC(=CCC/C(=C/CCO)/C)C,EA_0175,AfroDb
CC(=CCC/C(=C/CC/C(=C/CO)/C)/C)C,EA_0176,AfroDb
C[C@]12CC[C@@H](C([C@@H]1CC[C@@]3([C@@H]2CC[C@@]4(C3=CC[C@]5([C@H]4CC(CC5)(C)C)CO)C)C)(C)C)O,EA_0177,AfroDb
C[C@@]12CCC(C[C@H]1[C@@]3(CC[C@@H]4[C@]5(CCC(=O)C([C@@H]5CC[C@]4(C3=CC2)C)(C)C)C)C)(C)C,EA_0178,AfroDb
C[C@@]12CCC(C[C@H]1[C@@]3(CC[C@@H]4[C@]5(CC[C@@H](C([C@@H]5CC[C@]4(C3=CC2)C)(C)C)O)C)C)(C)C,EA_0179,AfroDb
CC(=CCC[C@@H]1[C@@H]2[C@H](C[C@]3([C@]2([C@@H](C[C@H]4C3=CC[C@H]5[C@@]4(CCC(=O)C5(C)C)C)O)C)C)OC1=O)C,EA_0180,AfroDb
CC(=CCC[C@@H]1[C@@H]2[C@H](C[C@]3([C@]2(CC[C@H]4C3=C[C@H]([C@H]5[C@@]4(CCC(=O)C5(C)C)C)O)C)C)OC1=O)C,EA_0181,AfroDb
CC(=CCC[C@H]([C@@H]1[C@H](C[C@]2([C@]1(CC[C@H]3C2=C[C@H]([C@H]4[C@@]3(CCC(=O)C4(C)C)C)O)C)C)O)C(=O)OC)C,EA_0182,AfroDb
C[C@]1(CC[C@H]2[C@H](C1)CC[C@H]3[C@@]2(CC(=O)[C@@H]([C@@]3(C)CO)O)C)C=C,EA_0183,AfroDb
C[C@]1(CC[C@H]2[C@H](C1)CC[C@H]3[C@@]2(CC(=O)C[C@@]3(C)CO)C)C=C,EA_0184,AfroDb
Cc1cc2c(cc1O)[C@]3(CCC(=O)C[C@H]3CC2)C,EA_0185,AfroDb
C[C@]12CCC(=O)C([C@@H]1CC[C@@H]3[C@@H]2[C@]4([C@@H]([C@@]([C@@H]3[C@@]5([C@]46CC[C@@H]7[C@@](C6=CC(=C)[C@]5(C)O)(CC[C@H](C7(C)C)O)C)C)(C)O)O)C)(C)C,EA_0187,AfroDb
C[C@@]1(CC[C@@H]2C=C[C@@H]3C(=C[C@@H]([C@@H](C3(C)C)O)O)[C@@]2(C1)C)C=C,EA_0188,AfroDb
CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC/C=C(/C=O)\O,EA_0189,AfroDb
C[C@]12CCCC([C@@H]1CC=C([C@@]2(C=O)O)C=O)(C)C,EA_0190,AfroDb
C[C@H]1CC[C@]2([C@H](C1=C)CC=C([C@@H]2C=O)C=O)C,EA_0191,AfroDb
C[C@]12CCCC([C@@H]1CC=C([C@@H]2C=O)C=O)(C)C,EA_0192,AfroDb
C[C@]12CCCC([C@@H]1[C@H](C=C([C@@]2(C=O)O)C=O)O)(C)C,EA_0193,AfroDb
CC(=O)O[C@@H]1C=C([C@@]([C@@]2([C@@H]1C(CCC2)(C)C)C)(C=O)O)C=O,EA_0194,AfroDb
C[C@]12CCCC([C@@H]1CC=C([C@H]2C=O)C=O)(C)C,EA_0195,AfroDb
C=C[C@]12COC(=O)C(=C)[C@H]1[C@H]3[C@H](C[C@@H]2O)C(=C)C(=O)O3,EA_0196,AfroDb
C=C[C@H]1[C@@]2(C[C@@H]3[C@H]([C@H]([C@@H]2C(=C)C(=O)O1)O)C(=C)C(=O)O3)C=C,EA_0197,AfroDb
C=C[C@]12COC(=O)C[C@H]1[C@H]3[C@H]([C@@H]([C@@H]2O)OC(=O)C(=C)CO)C(=C)C(=O)O3,EA_0198,AfroDb
C=C[C@]12COC(=O)C(=C)[C@H]1[C@H]3[C@@H](CC(=O)O3)[C@@H]([C@@H]2O)OC(=O)CCO,EA_0199,AfroDb
CC[C@H]1[C@]2([C@H]([C@H]3[C@H]([C@@H]([C@@H]2O)OC(=O)CCO)C(=C)C(=O)O3)C(=C)C(=O)O1)C=C,EA_0200,AfroDb
CC[C@H]1[C@]2([C@@H](CC(=O)O1)[C@H]3[C@@H](CC(=O)O3)[C@@H]([C@@H]2O)OC(=O)CCO)C=C,EA_0201,AfroDb
C=CC#CC#CC1=CC=C(SS1)C#C,EA_0202,AfroDb
C[C@H]1C[C@H]2[C@@H]1CC[C@@H]3[C@@H]2CC[C@H]4[C@]3(CCC[C@@]4(C)C(=O)O)C,EA_0203,AfroDb
C[C@@]12CCC[C@@]([C@H]1CC[C@H]3C2=CC[C@H]4[C@@H]3CC4=C)(C)C(=O)O,EA_0204,AfroDb
CC(C)/C=C/C[C@@H]1C[C@H]2C=C(C(=O)[C@@]([C@@H]1CCC=C(C)C)(C2=O)C=C(C)C)C(=O)c3ccc(c(c3)O)O,EA_0205,AfroDb
C[C@]12CCC[C@]([C@@H]1CC[C@@]3([C@@H]2CC[C@@]4(C3=CC[C@@]5([C@H]4CC(CC5)(C)C)C(=O)O)C)C)(C)O,EA_0206,AfroDb
CC(=O)[C@]1(CCC[C@]2([C@H]1CC[C@@]3([C@@H]2CC[C@@]4(C3=CC[C@@]5([C@H]4CC(CC5)(C)C)C(=O)O)C)C)C)C,EA_0207,AfroDb
C[C@@]12CC[C@H]3[C@@](CC[C@H]([C@@]3([C@H]1CC[C@@]4(C2=CC[C@@]5([C@H]4CC(CC5)(C)C)C(=O)O)C)C)O)(C)OC(=O)Oc6ccc(cc6)O,EA_0208,AfroDb
C[C@]12CC[C@@H]([C@]([C@@H]1CC[C@@]3([C@@H]2CC[C@@]4(C3=CC[C@@]5([C@H]4CC(CC5)(C)C)C(=O)O)C)C)(C)OC(=O)Oc6ccc(cc6)O)OC(=O)Oc7ccc(cc7)O,EA_0209,AfroDb
C[C@@]12CC[C@H]3[C@@](CC[C@H]([C@@]3([C@H]1CC[C@@]4(C2=CC[C@@]5([C@H]4CC(CC5)(C)C)C(=O)O)C)C)O)(C)O,EA_0210,AfroDb
C[C@]12CC[C@@H]([C@]([C@@H]1CC[C@@]3([C@@H]2CC[C@@]4(C3=CC[C@@]5([C@H]4CC(CC5)(C)C)C(=O)O)C)C)(C)O)O,EA_0211,AfroDb
C/C=C(\C)/C(=O)C[C@H]1[C@H]([C@H]2[C@]3(O2)[C@H](C[C@@H]([C@@]4([C@@H]3CC(=O)O[C@H]4c5ccoc5)C)OC(=O)C)[C@H](C(C1(C)C)[C@H](C(=O)OC)O)C)O,NA_0052,AfroDb
CC(=C)[C@H]1CC[C@]2([C@@H]1[C@@H]3CC[C@H]4[C@]5(CC[C@H](C([C@H]5CC[C@]4([C@@]3(CC2)C)C)(C)C)O)C)C,NA_0067,AfroDb
CC(=C)[C@H]1CC[C@]2([C@@H]1[C@@H]3CC[C@H]4[C@]5(CC[C@H](C([C@H]5CC[C@]4([C@@]3(CC2)C)C)(C)C)O)C)CO,NA_0069,AfroDb
CC(=C)[C@H]1CC[C@]2([C@@H]1[C@@H]3CC[C@H]4[C@]5(CC[C@H](C([C@H]5CC[C@]4([C@@]3(CC2)C)C)(C)C)CC(=O)O)C)CC(=O)O,NA_0072,AfroDb
CC(=C)[C@H]1CC[C@]2([C@@H]1[C@@H]3CC[C@H]4[C@]5(CC[C@H](C([C@H]5CC[C@]4([C@@]3(CC2)C)C)(C)C)CC(=O)O)C)CC(=O)OC,NA_0073,AfroDb
C[C@@]12CC[C@@H](C([C@@H]1CC[C@@]34[C@@H]2CC[C@@H](C3)[C@](C4)(CO)O)(C)C)O,NA_0074,AfroDb
C[C@@H]1C[C@@H]2[C@@H]([C@@H]([C@]3([C@H]1[C@H](C[C@H]3O)O)C)O)C(=C)C(=O)O2,NA_0002,AfroDb
C[C@@H]1CC[C@@]2(CC[C@@]3(C(=CC[C@@H]4[C@]3(CC[C@H]5[C@H]4[C@@H](C[C@H](C5(C)C)O)C)C)[C@H]2[C@H]1C)C)C,NA_0003,AfroDb
c1cc(ccc1c2cc(=O)c3c(cc(cc3o2)O)O)O,NA_0004,AfroDb
c1cc(c(cc1c2c(c(=O)c3c(cc(cc3o2)O)O)O)O)O,NA_0005,AfroDb
COc1c(cc2c(c1O)c(=O)cc(o2)c3ccc(c(c3)O)O)O,NA_0006,AfroDb
COc1c(=O)c2c(cc(cc2oc1c3ccc(cc3)O)OC[C@H]([C@H]([C@@H]([C@H](C=O)O)O)O)O)O,NA_0007,AfroDb
c1cc(ccc1c2cc(=O)c3c(cc(cc3o2)O[C@@H]4[C@H]([C@@H]([C@H]([C@@H](O4)CO)O)O)O)O)O,NA_0008,AfroDb
CC(=C)[C@H]1CC[C@]2([C@@H]1[C@]3(CC[C@@H]4[C@@H]([C@H]3CC2)CC[C@H]5[C@@]4(CC[C@@H](C5(C)C)OC(=C)C)C)C)C,NA_0009,AfroDb
C[C@@H]1CC[C@@]2(CC[C@@]3(C(=CC[C@@H]4[C@]3(CC[C@H]5[C@H]4[C@@H](C[C@@H](C5(C)C)O)C)C)[C@H]2[C@H]1C)C)C,NA_0010,AfroDb
COc1ccc(cc1)c2cc(=O)c3c(cc(cc3o2)O)O,NA_0012,AfroDb
c1cc(c(cc1c2cc(=O)c3c(cc(cc3o2)O[C@@H]4[C@H]([C@@H]([C@H]([C@@H](O4)CO)O)O)O)O)O)O,NA_0013,AfroDb
COc1cc2ccc(=O)oc2cc1O,NA_0014,AfroDb
Cc1ccc(cc1OC)/C=C/C(=O)O,NA_0015,AfroDb
c1cc(ccc1[C@H]2CC(=O)c3c(cc(cc3O2)O)O)O,NA_0017,AfroDb
COc1ccc(cc1)[C@H]2CC(=O)c3c(cc(cc3O2)OC[C@H]([C@H]([C@@H]([C@H](C=O)O)O)O)O)O,NA_0018,AfroDb
c1cc(c(cc1c2cc(=O)c3c(cc(cc3o2)O)O)[C@@H]4[C@H]([C@@H]([C@H]([C@@H](O4)CO)O)O)O)O,NA_0020,AfroDb
c1cc(c(cc1c2cc(=O)c3c(cc(c(c3o2)O)O)O)[C@@H]4[C@H]([C@@H]([C@H]([C@@H](O4)CO)O)O)O)O,NA_0023,AfroDb
c1cc(c(cc1c2cc(=O)c3c(cc(c(c3o2)O)O)O)[C@@H]4[C@H]([C@@H]([C@H]([C@@H](O4)CO)O)O)O)O,NA_0024,AfroDb
COc1cc(cc(c1O)OC)c2cc(=O)c3c(cc(c(c3o2)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O,NA_0026,AfroDb
COc1cc(cc(c1O[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)CO)O)O)O)OC)c3cc(=O)c4c(ccc(c4o3)O)O,NA_0027,AfroDb
c1cc(c(cc1c2c(c(=O)c3c(cc(cc3o2)O)O)O[C@@H]4[C@H]([C@@H]([C@H]([C@@H](O4)CO)O)O)O)O)O,NA_0028,AfroDb
COc1cc(cc(c1O)OC)c2c(c(=O)c3c(cc(cc3o2)O)O)O,NA_0030,AfroDb
c1cc(c(cc1c2c(c(=O)c3c(cc(cc3o2)O)O)O)O)O,NA_0031,AfroDb
c1cc(ccc1c2cc(=O)c3c(cc(cc3o2)O)O)O,NA_0032,AfroDb
c1cc(c(cc1c2cc(=O)c3c(cc(cc3o2)O)O)O)O,NA_0033,AfroDb
c1cc(c(cc1[C@@H]2[C@H](Cc3c(cc(cc3O2)O)O)O)O)O,NA_0034,AfroDb
CCCC[C@H](CC)COC(=O)c1ccccc1C(=O)OC[C@@H](CC)CCCC,NA_0035,AfroDb
c1ccc(c(c1)CO)O,NA_0036,AfroDb
COC(=O)[C@]1(C=CCCC1=O)O,NA_0037,AfroDb
c1ccc(c(c1)O)O,NA_0038,AfroDb
CCCOC(=O)C,NA_0039,AfroDb
C[C@@]12CC[C@H]3C(=C)[C@]1(C[C@@H]4C[C@]3([C@H](C(C4=O)(C)C)CC(=O)OC)C)CC(=O)O[C@H]2c5ccoc5,NA_0040,AfroDb
C[C@@]12CC[C@H]3C(=C)[C@]1(C[C@@H]4C[C@]3([C@H](C(C4=O)(C)C)[C@@H](C(=O)OC)O)C)CC(=O)O[C@H]2c5ccoc5,NA_0041,AfroDb
C[C@@]12CC[C@H]3[C@]4([C@H](C[C@H](C([C@H]4C[C@H]([C@]3([C@]15[C@H](O5)C(=O)O[C@H]2c6ccoc6)C)C(=O)OC)(C)C)O)C(=O)OC)C,NA_0042,AfroDb
C[C@@]12CC[C@H]3[C@]4([C@H](C[C@H](C([C@H]4C[C@H]([C@]3([C@]15[C@H](O5)C(=O)O[C@H]2c6ccoc6)C)O)(C)C)O)C(=O)OC)C,NA_0043,AfroDb
C[C@@]12CC[C@H]3[C@@]4([C@H](C[C@H]([C@]3([C@]15[C@H](O5)C(=O)O[C@H]2c6ccoc6)C)O)C([C@@H](C[C@@H]4O)O)(C)C)C,NA_0044,AfroDb
C[C@@]12CC[C@H]3[C@]4(C=CC(=O)C([C@H]4CC(=O)[C@]3([C@]15[C@H](O5)C(=O)O[C@H]2c6ccoc6)C)(C)C)C,NA_0045,AfroDb
C[C@@]12CC[C@H]3C(=C[C@H]4CC([C@@H]([C@@]3(C4=O)C)[C@H](C(=O)OC)O)(C)C)[C@@H]1CC(=O)O[C@H]2c5ccoc5,NA_0046,AfroDb
C[C@@H]1CC[C@@]23[C@](CCC[C@@]2([C@]1(CCc4ccoc4)O)C)(C(=O)O3)C,NA_0057,AfroDb
C[C@@H]1C[C@H]([C@H]2[C@@](CCC[C@@]2([C@]1(CCc3ccoc3)O)C)(C)CO)O,NA_0058,AfroDb
CC1=C(C(=O)C=C2[C@@H]1CC[C@@H]3[C@]2(CC[C@]4([C@@]3(CC[C@@]5([C@@H]4C[C@](CC5)(C)C(=O)OC)C)C)C)C)O,NA_0059,AfroDb
CO[C@@H]1C[C@]23c4cc5c(cc4CC[N@]2CC=C3C=C1)OCO5,NA_0060,AfroDb
COc1cc2c(cc1O)CC[N@@]3[C@]24C[C@H](C=CC4=CC3)OC,NA_0061,AfroDb
COc1cc2c(cc1OC)[C@]34C[C@H](C=CC3=CC[N@@]4CC2)OC,NA_0062,AfroDb
CO[C@@H]1C[C@]23c4cc5c(cc4CCN2C(=O)C=C3C=C1)OCO5,NA_0063,AfroDb
COc1cc2c(cc1O)[C@H](C[N@@]3[C@]24C[C@H](C=CC4=CC3)OC)OC,NA_0064,AfroDb
COc1c(cc(cc1O)[C@@H](Cc2ccccc2)O)O,NA_0065,AfroDb
COc1ccc(c(c1)c2coc3cc4c(c(c3c2=O)O)OCO4)O,NA_0066,AfroDb
CC(=C)[C@H]1CC[C@]2([C@@H]1[C@@H]3CC[C@H]4[C@]5(CC[C@H](C([C@H]5CC[C@]4([C@@]3(CC2)C)C)(C)C)O)C)C(=O)O,NA_0068,AfroDb
CC(=C)[C@H]1CC[C@]2([C@@H]1[C@@H]3CC[C@H]4[C@]5(CCC(=O)C([C@H]5CC[C@]4([C@@]3(CC2)C)C)(C)C)C)C,NA_0070,AfroDb
CC(=C)[C@H]1CC[C@]2([C@@H]1[C@@H]3CC[C@H]4[C@]5(CC[C@H](C([C@H]5CC[C@]4([C@@]3(CC2)C)C)(C)C)CC(=O)O)C)C,NA_0071,AfroDb
c1cc(ccc1c2cc(=O)c3c(cc(c(c3o2)[C@H]4[C@@H]([C@H]([C@@H](O[C@H]4O)CO)O)O)O)O)O,NA_0075,AfroDb
Cc1ccc2c(c1)c(cc(c2O)c3cc(c4cc(cc(c4c3O)OC)C)c5c(cc(c6c5C[C@H](N[C@@H]6C)C)O)O)c7c(cc8c(c7OC)C(=N[C@H](C8)C)C)O,NPR_0001,AfroDb
Cc1cc2c(c(cc(c2c3c(cc(c4c3C[C@H](N[C@@H]4C)C)O)O)C)O)c(c1)OC,NPR_00010,AfroDb
C[C@]12CCCC([C@@H]1CC[C@@]3([C@H]2C/C=C(/[C@H]4CO4)\C(=O)OC)CO3)(C)C,NPR_000105,AfroDb
C[C@]12CC[C@@H](C([C@@H]1CC[C@@]3([C@H]2C/C=C\4/[C@H](COC4=O)O)CO3)(C)C)O,NPR_000106,AfroDb
C[C@]12CC[C@@H](C([C@@H]1[C@H](C[C@@]3([C@H]2C/C=C\4/[C@H](COC4=O)O)CO3)O)(C)C)O,NPR_000107,AfroDb
C[C@]12CC[C@@H](C([C@@H]1CC[C@@]3([C@H]2C/C=C(/[C@H]4CO4)\C(=O)OC)CO3)(C)C)O,NPR_000108,AfroDb
CC(=CCC/C(=C/[C@](C)(CCC=C)O)/C)C,NPR_000109,AfroDb
Cc1cc2c(c(c1)OC)c(cc(c2c3c(cc(c4c3C[C@H](N[C@@H]4C)C)O)O)C)OC,NPR_00011,AfroDb
C[C@]12CCCC([C@@]1(CCC(=C)[C@@H]2[C@@H]3C=C(C[C@@H](OO3)O)C=O)C)(C)C,NPR_000110,AfroDb
C[C@]12CCCC([C@@H]1CC[C@@]3([C@H]2CC=C(C[C@@H]3O)C=O)C=O)(C)C,NPR_000111,AfroDb
C[C@]12CCCC([C@@H]1CC[C@@]3([C@H]2CC=C(C[C@H]3O)C=O)C=O)(C)C,NPR_000112,AfroDb
C[C@]12CCCC([C@@H]1CC[C@@]3([C@H]2C/C=C/4\CCOC4=O)CO3)(C)C,NPR_000113,AfroDb
C[C@]12CCCC([C@]1(CC[C@@]3([C@@H]2CC/C=C(/CC=O)\C=O)CO3)C)(C)C,NPR_000114,AfroDb
C[C@]12CCCC([C@H]1CCC(=C)[C@@H]2CC=C(C=O)C=O)(C)C,NPR_000115,AfroDb
Cc1cc2c(c(cc(c2c3c(cc(c4c3C[C@H]([N@@]([C@@H]4C)C)C)O)O)C)O)c(c1)OC,NPR_00012,AfroDb
C[C@H]1C[C@H]2[C@@]3(CC=C4[C@H]([C@@]3(C(=O)C[C@@]2([C@H]1[C@@H](C(=O)/C=C/C(C)C)O)C)C)C[C@@H](C(=O)C4(C)C)O)C,NPR_000120,AfroDb
C[C@]12CC[C@](C[C@H]1[C@@]3(CCC4=C([C@]3(CC2)C)CC[C@H]5[C@@]4(CC[C@H](C5(C)C)O)C)C)(C)C(=O)O,NPR_000121,AfroDb
C/C(=C\CO)/[C@H]1C[C@H]2[C@](C=CC(=O)C2(C)C)(OO1)C,NPR_000122,AfroDb
CC(=O)C[C@H]1c2c(ccc(c2OC)OC)-c3ccc4cc(c(cc4c3N1C)O)O,NPR-000128,AfroDb
CC(=O)C[C@H]1c2c(ccc(c2OC)OC)-c3ccc4cc(c(c(c4c3N1C)C(C)(C)C=C)O)O,NPR_000129,AfroDb
Cc1cc2c(c(c1)OC)c(cc(c2c3c(cc(c4c3C[C@@H](N=C4C)C)OC)OC)C)OC,NPR_00013,AfroDb
CC(=CCc1c(cc2c(c1O)c(=O)c3cc(c(cc3o2)O)O)O)C,NPR_000133,AfroDb
CC(=O)OC1=C[C@@H](OC(=O)C=C1)COC(=O)c2ccccc2,NPR_000134,AfroDb
CC(=CCC/C=C/C[C@@H]1C[C@]2(C(=C(C(=O)[C@](C2=O)(C1(C)C)CC=C(C)C)C(=O)c3ccc(c(c3)O)O)O)C/C=C/CCC=C(C)C)C,NPR_000136,AfroDb
CC(=CC[C@@H]1C[C@]2(C(=C(C(=O)[C@](C2=O)(C1(C)C)CC=C(C)C)C(=O)c3ccc(c(c3)O)O)O)CC[C@@H](CC=C(C)C)C(=C)C)C,NPR_000139,AfroDb
Cc1cc2c(c(c1)OC)c(cc(c2c3c(cc(c4c3C[C@@H](N[C@@H]4C)C)OC)OC)C)OC,NPR_00014,AfroDb
CC(=CC[C@@H]1C[C@]2(C(=C(C(=O)[C@](C2=O)(C1(C)C)CC=C(C)C)C(=O)c3ccc(c(c3)O)O)O)CC[C@H](CCC(=C)C)C(=C)C)C,NPR_000140,AfroDb
C[N@@]1CCc2cc(c(c3c2[C@H]1Cc4ccc(cc4)Oc5c6c(cc(c5O)OC)CC[N@@]([C@@H]6Cc7ccc(cc7)O3)C)O)OC,NPR_000141,AfroDb
C[N@@]1CCc2cc(c(c3c2[C@H]1Cc4ccc(cc4)Oc5c6c(cc(c5OC)OC)CC[N@@]([C@@H]6Cc7ccc(cc7)O3)C)O)OC,NPR_000142,AfroDb
COc1ccc2c(c1OC)nc3c(c2OC)cco3,NPR_000143,AfroDb
COc1c2ccoc2nc3c1cc4c(c3)OCO4,NPR_000144,AfroDb
COc1cc2c(cc1OC)nc3c(c2OC)cco3,NPR_000145,AfroDb
CC1([C@@H](Cc2c(=O)c3ccccc3[nH]c2O1)O)C,NPR_000146,AfroDb
CC(C)([C@@H](COc1ccc(cc1)c2coc(n2)c3cccnc3)O)O,NPR_000148,AfroDb
Cc1cc(c2c(c1c3c(cc(c4c3C[C@@H]([N@@]([C@@H]4C)C)C)O)O)cccc2O)OC,NPR_00015,AfroDb
Cc1cc(c2c(c1c3c(cc(c4c3C[C@@H]([N@@]([C@@H]4C)C)C)O)OC)cccc2OC)OC,NPR_00016,AfroDb
Cc1cc(c2c(c1c3c(cc(c4c3C[C@H]([N@]([C@@H]4C)C)C)OC)O)cccc2OC)OC,NPR_00017,AfroDb
C[C@@H]1Cc2cc(c(c(c2[C@H]([N@]1C)C)OC)c3c4cccc(c4c(cc3OC)OC)OC)O,NPR_00018,AfroDb
