SMILES,ID,Database
CC(=O)CCc1cc(c2c(c1)O[C@H](CC2=O)CO)O,BMC_00037,AfroDb
Cc1cc(cc2c1cc3c(c2)[C@@H]([C@](CC3=O)(C)O)C(=O)C)OC,BMC_00038,AfroDb
CC(=O)CCc1cc(cc2c1C(=O)C[C@@H](O2)CO)O,BMC_00039,AfroDb
c1cc(ccc1/C=C/C(=O)O)O,BMC_0004,AfroDb
C[C@H]1CC(=O)c2c(cc(cc2O1)O)CCC(=O)C,BMC_00040,AfroDb
COc1c(cc2c3c1oc(=O)c4c3c(c5c(c4)OCO5)oc2=O)[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O,BMC_00041,AfroDb
COc1ccc2c3c1oc(=O)c4c3c(c5c(c4)OCO5)oc2=O,BMC_00042,AfroDb
COc1cc2c3c4c(cc(c(c4oc2=O)OC)c5cc6c7c8c(cc9c(c8oc6=O)OCO9)c(=O)oc7c5OC)c(=O)oc3c1OC,BMC_00043,AfroDb
Cc1cc2c3c4c(cc(c(c4oc2=O)OC)O)c(=O)oc3c1OC,BMC_00044,AfroDb
Cc1cc2c3c4c(cc(c(c4oc2=O)OC)O)c(=O)oc3c1O[C@H]5[C@@H]([C@H]([C@@H](CO5)O)O)O,BMC_00045,AfroDb
CC1=CC(=O)c2c(cccc2O)C1=O,BMC_00047,AfroDb
CC(C)[C@@H]1CC[C@]2([C@@H]1[C@@H]3CC[C@@H]4[C@]([C@]3(CC2)C)(CC[C@H]5[C@@]4(C(=O)C=CC5(C)C)C)C)C,BMC_00048,AfroDb
CC(=C)[C@@H]1CC[C@]2([C@@]1([C@@H]3CC[C@H]4[C@]5(CC[C@@H](C([C@H]5CC[C@]4([C@]3(CC2)C)C)(C)C)O)C)C)C(=O)O,BMC_00049,AfroDb
c1cc(ccc1CCO[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)COC(=O)/C=C/c3ccc(cc3)O)O)O)O)O,BMC_0005,AfroDb
c1cc(c(c(c1)O)C(=O)c2cc(ccc2O)O)O,BMC_00050,AfroDb
c1cc2c(=O)c3ccc(cc3oc2c(c1)O)O,BMC_00051,AfroDb
COc1cccc2c1oc3cc(ccc3c2=O)O,BMC_00052,AfroDb
C[C@H]1C(=O)CC[C@@H]2[C@]1(CC[C@H]3[C@@]2(CC[C@]4([C@@]3(CC[C@]5([C@@H]4CC(CC5)(C)C)C)C)C)C)C,BMC_00053,AfroDb
Cc1cc(c2c(c1O)cc3c(c2O)C(=O)C(=C(C3(CCC=C(C)C)CCC=C(C)C)O)CCC=C(C)C)O,BMC_00054,AfroDb
Cc1cc2cc3c(c(c2c(c1CCC=C(C)C)O)O)C(=O)C=C(C3(CCC=C(C)C)CCC=C(C)C)O,BMC_00055,AfroDb
Cc1cc(c2c(c1CCC=C(C)C)cc3c(c2O)C(=O)C=C(C3(CCC=C(C)C)CCC=C(C)C)O)O,BMC_00056,AfroDb
Cc1c(c2cc3c(c(c2c(c1CCC=C(C)C)O)O)C(=O)C=C([C@@H]3CCC=C(C)C)O)CCC=C(C)C,BMC_00057,AfroDb
Cc1cc(c2c(c1CCC=C(C)C)cc3c(c2O)C(=O)C=C([C@@H]3CCC=C(C)C)O)O,BMC_00058,AfroDb
CC(=CCC[C@H]1C[C@]23C[C@@H](C(OC2=C(C(=O)[C@@](C3=O)(C1(C)C)CCC=C(C)C)C(=O)c4ccc(c(c4)O)O)(C)C)CCC=C(C)C)C,BMC_00059,AfroDb
CC/C(=C/CCc1c2c(c(c3c1OC(C=C3)(C)C)O)c(=O)c4cc(c(c(c4o2)O)CCC=C(C)C)O)/C,BMC_0006,AfroDb
CC(C)(C=C)c1c(cc(c2c1oc3cc(c(cc3c2=O)O)O)O)O,BMC_00060,AfroDb
CC(=CCCc1c(c2c(=O)c3cccc(c3oc2c(c1O)C(C)(C)C=C)O)O)C,BMC_00061,AfroDb
c1cc(c2c(c1)oc3ccc(cc3c2=O)O)O,BMC_00062,AfroDb
CC(=CCCc1c(cc2c(c1O)c(=O)c3cc(c(cc3o2)O)O)O)C,BMC_00063,AfroDb
c1cc(c(cc1[C@@H]2[C@H](Cc3c(cc(cc3O2)O)O)O)O)O,BMC_00064,AfroDb
CC(=CCCc1c2c(c(c3c1OC(C=C3)(C)C)O)c(=O)c4cc(c(c(c4o2)O)OC)OC)C,BMC_00065,AfroDb
CC(=CCCc1c(c2c(=O)c3cc(c(c(c3oc2c4c1OC(C=C4)(C)C)O)OC)OC)O)C,BMC_00066,AfroDb
CC(=CCCc1c(c(c2c(c1O)c(=O)c3cc(c(c(c3o2)O)OC)OC)CCC=C(C)C)O)C,BMC_00067,AfroDb
CCC[C@]12C[C@@H]([C@@]([C@](C1=O)(C(=O)C(=C2O)C(=O)c3ccc(c(c3)O)O)CCC=C(C)C)(C)CC/C=C(\C)/CC)CCC=C(C)C,BMC_00068,AfroDb
Cc1cc(c2c(c1[C@@H]3c4cc5cc(cc(c5c(c4C(=O)C[C@]3(C)O)O)O)CC/C=C(\C)/CCC=C(C)C)C(=O)c6cc(cc(c6C2=O)O)O)O,BMC_00069,AfroDb
c1cc(=O)oc2c1cc3ccoc3c2,BMC_0007,AfroDb
CC(=CCCc1cc(c2c(c1O)c(=O)c3c(c(c(c(c3o2)CCC=C(C)C)O)O)CCC=C(C)C)O)C,BMC_00070,AfroDb
C[C@@H]1CC[C@]2([C@H]([C@@]1(C)CCc3ccoc3)CCC=C2C(=O)O)C,BMC_00074,AfroDb
CC(=CCCC1(c2c(c(=O)c(co2)c3ccc4c(c3)OCO4)C=C(C1=O)OC)CCC=C(C)C)C,BMC_00076,AfroDb
C[C@]12CC[C@@]3(CCC(C[C@@H]3C1=CC[C@]4([C@@H]2CC[C@@]5([C@]4(CC[C@H](C5(C)C)O)C)C)C)(C)C)OC(=O)[C@H]([C@@H]([C@H]([C@@H](CO)O)O)O)O,BMC_00077,AfroDb
C[C@@H](/C=C(/c1cc(cc(c1O)O)[C@H]2CC(=O)C3=C(O2)C[C@H](C=C3O)O)\O)C=O,BMC_00078,AfroDb
CC(=CCCOc1cc(cc2c1OC([C@H]([C@H]2O)O)(C)C)[C@H]3CC(=O)c4c(cc(cc4O3)O)O)C,BMC_00079,AfroDb
COc1c2ccc(=O)oc2cc3c1cco3,BMC_0008,AfroDb
CC(=O)O[C@@H]1C[C@H]2[C@]([C@@H](CC(=O)OC2(C)C)O)([C@H]3[C@@]1([C@@]45[C@H](O4)C(=O)O[C@H]([C@@]5(C[C@@H]3O)C)c6ccoc6)C)C,BMC_00080,AfroDb
C[C@H](CCC(=C)C(C)C)[C@@H]1CC[C@@]2([C@]1(CC[C@@]34[C@@H]2CC[C@H]5[C@@]3(C4)CC[C@H](C5(C)C)O)C)C,BMC_00081,AfroDb
CC(=O)Oc1cocc1C[C@H]2C(=C)CC[C@@H]3[C@]2(CCCC3(C)C)C,BMC_00082,AfroDb
C[C@]12CCC(C[C@@H]1CCC(=C)[C@@H]2/C=C(/CC(=O)O)\C=O)(C)C,BMC_00083,AfroDb
CC(=CCC/C(=C/C[C@@]1(C[C@@H](C=CC1=O)O)CC(=O)O)/C)C,BMC_00084,AfroDb
C[C@]12CCC(C[C@@H]1CCC(=C)[C@@H]2Cc3ccoc3CC=O)(C)C,BMC_00085,AfroDb
C/C(=C/c1c(ccc2c1oc(=O)c3c2oc4c3ccc(c4)O[C@H]5[C@H]([C@H]([C@@H](CO5)O)O)O)O)/CO,BMC_00086,AfroDb
CC(=CCC/C(=C/C[C@@]1(C[C@@H](C=CC1=O)O)CC(=O)OC)/C)C,BMC_00087,AfroDb
c1ccc2c(c1)-c3c4c(ccnc4C2=O)cc5c3OCO5,BMC_00089,AfroDb
c1cc2c(cc1O)OC(=O)CC2,BMC_0009,AfroDb
CC(=CCCc1c(cc2c(c1O)c(=O)cc(o2)c3ccc(cc3O)O)O)C,BMC_00090,AfroDb
C/C=C(\C)/CCc1c(c(c(c2c1oc(cc2=O)c3ccc(cc3O)O)O)CCC=C(C)C)O,BMC_00091,AfroDb
CC1=C[C@H]2c3c(cc(cc3O[C@@]4([C@@H]2[C@H](C1)c5ccc(cc5O4)O)c6ccc(c(c6O)CCC=C(C)C)O)c7cc8ccc(cc8o7)O)O,BMC_00092,AfroDb
CC1(C=C(OC1=O)C(C)(C)CCOc2c3ccc(=O)oc3cc4c2cco4)C,BMC_00094,AfroDb
CC(=CCCc1c(=O)c2c(cc3c(c2oc1c4cc(c(cc4O)O)O)C=CC(O3)(C)C)O)C,BMC_00095,AfroDb
CC(C)/C=C/c1c(cc(cc1O)c2cc3ccc(cc3o2)O)O,BMC_00096,AfroDb
C/C=C(\C)/CCc1cc(ccc1O)/C=C/C(=O)c2cc(c(cc2O)O)CC[C@@H](C(=C)C)O,BMC_00099,AfroDb
C[C@H]1C[C@H]2CC([C@@H]([C@@]([C@H]([C@H]2C1)OC(=O)C=Cc3ccccc3)(C)C(C)C)O)(C)C,EA_0002,AfroDb
C[C@H]1C[C@H]2CC([C@@H]([C@@]([C@H]([C@H]2C1)OC(=O)/C=C\c3ccccc3)(C)C(C)C)C(=O)C)(C)C,EA_0003,AfroDb
CC(=O)O[C@H]1[C@@H]2[C@H]([C@]3([C@]([C@H]1OCc4ccccc4)(CCC[C@]3(C)O)C)OC2(C)C)O[C@H]5CC=C(C(=O)N5C)C(=O)O,EA_0004,AfroDb
CC(=O)O[C@H]1[C@@H]2[C@H]([C@]3([C@]([C@H]1OCc4ccccc4)(C[C@H](C[C@]3(C)O)Cc5ccccc5)C)OC2(C)C)O[C@H]6CC=C(C(=O)N6C)C(=O)O,EA_0005,AfroDb
CC[C@H]1[C@@H]2[C@@H]([C@@H]([C@@]3([C@H](CCC([C@]3([C@@H]2O)O1)(C)C)OC(=O)c4ccoc4)C)OC(=O)c5ccoc5)OC(=O)c6ccc(=O)n(c6)C,EA_0006,AfroDb
C[C@@]12CCC[C@]([C@@]13[C@@H]([C@@H]([C@@H]([C@@H]2OCc4ccccc4)O)C(O3)(C)C)O)(C)O,EA_0007,AfroDb
CC(=O)O[C@H]1[C@@H]2[C@H]([C@]3([C@]([C@H]1OCc4ccccc4)(CCC[C@]3(C)O)C)OC2(C)C)O,EA_0008,AfroDb
CC1=C(C(=O)C=C2C1=CC=C3[C@]2(CC[C@@]4([C@@]3(CC[C@]5([C@H]4C[C@](CC5)(C)C(=O)O)C)C)C)C)O,EA_0009,AfroDb
CC1=C(C(=O)C=C2C1=CC=C3[C@]2(CC[C@@]4([C@@]3(CC[C@]5([C@H]4C[C@](CC5)(C)C(=O)OC)C)C)C)C)O,EA_0010,AfroDb
C[C@]12CC[C@@H]3C[C@]([C@H](C[C@]3([C@@]1(CC[C@H]([C@]2(C)C=O)O)C)C)O)(C)C=C,EA_0011,AfroDb
CC(=O)OC[C@H]1c2cc(ccc2O[C@H]1c3ccc(c(c3)OC)OC)/C=C/COC,EA_0012,AfroDb
CC(=O)OC[C@H]1c2cc(ccc2O[C@H]1c3ccc(c(c3)OC)OC)/C=C/COC,EA_0013,AfroDb
COc1ccc(cc1OC)/C=C/C=O,EA_0014,AfroDb
C[C@@H]1CC[C@@]2([C@H]([C@@]3(CC[C@@H]4[C@@H]([C@H]3O2)C(=C[C@H]5[C@]4(CC[C@@H](C5)[C@@H]6[C@@H]([C@@H]([C@@H]([C@@H](O6)CO)O)O)O[C@H]7[C@H]([C@H]([C@H]([C@H](O7)O)O)O)O)C)O)C)C)OC1,EA_0018,AfroDb
C[C@H]1[C@@]2(CC[C@@H]3[C@@H]([C@H]2O[C@]14CCC(=C)CO4)C=C[C@H]5[C@]3(CC[C@@H](C5)[C@@H]6[C@@H]([C@@H]([C@@H]([C@@H](O6)CO)O)O)O[C@H]7[C@H]([C@H]([C@H]([C@H](O7)O)O)O)O)C)C,EA_0019,AfroDb
C[C@@H]1CC[C@@]2([C@H]([C@@]3(CC[C@@H]4[C@@H]([C@H]3O2)C=C[C@H]5[C@]4(CC[C@@H](C5)[C@@H]6[C@@H]([C@@H]([C@@H]([C@@H](O6)CO)O)O)O[C@H]7[C@H]([C@H]([C@H]([C@H](O7)O)O)O)O)C)C)C)OC1,EA_0020,AfroDb
C[C@@H]1CC[C@@]2([C@H]([C@@]3(CC[C@@H]4[C@@H]([C@H]3O2)C=C[C@H]5[C@]4(CC[C@@H](C5)[C@@H]6[C@@H]([C@@H]([C@@H]([C@@H](O6)CO)O)O)O[C@H]7[C@H]([C@H]([C@H]([C@H](O7)O)O)O)O)C)C)C)OC1,EA_0021,AfroDb
C[C@@H]1CC[C@@]2([C@H]([C@@]3(CC[C@@H]4[C@@H]([C@H]3O2)C=C[C@H]5[C@]4(CC[C@@H](C5)[C@@H]6[C@@H]([C@@H]([C@@H]([C@@H](O6)CO)O)O)O[C@H]7[C@H]([C@H]([C@H]([C@H](O7)O)O)O)O)C)C)C)OC1,EA_0022,AfroDb
C[C@@H]1CC[C@@]2([C@H]([C@@]3(CC[C@@H]4[C@@H]([C@H]3O2)C=C[C@H]5[C@]4(CC[C@@H](C5)[C@@H]6[C@@H]([C@@H]([C@@H]([C@@H](O6)CO)O)O)O[C@H]7[C@H]([C@H]([C@H]([C@H](O7)O)O)O)O)C)C)C)OC1,EA_0023,AfroDb
CC1([C@H](Cc2cc3c(cc2O1)CC[C@H]4[C@H]3Oc5c4ccc(c5)O)O)C,EA_0024,AfroDb
c1cc2c(cc1O)O[C@@H]3[C@@H]2COc4c3cc5c(c4)O[C@H](C5)CO,EA_0025,AfroDb
CC(=C)[C@H]1Cc2c(ccc3c2O[C@H]4CCc5cc(c(cc5[C@@H]4C3=O)OC)OC)O1,EA_0026,AfroDb
CC(=C)[C@H]1Cc2c(ccc3c2O[C@H]4CCc5cc(c(cc5[C@@]4(C3=O)O)OC)OC)O1,EA_0027,AfroDb
COc1cc2c(cc1OC)[C@H]3[C@H](CC2)Oc4cc5c(cco5)cc4C3=O,EA_0028,AfroDb
Cc1cc(c(cc1OC)[C@H]2COc3cc4c(cco4)cc3C2=O)OC,EA_0029,AfroDb
COc1cc2c(cc1[C@@H]3Cc4cc5ccoc5cc4OC3=O)OCO2,EA_0030,AfroDb
CC1(C=Cc2c3c(cc(c2O1)O)[C@H]4[C@H](CO3)c5cc6c(cc5O4)OCO6)C,EA_0031,AfroDb
CC1(C=Cc2c(cc(c3c2OC[C@@H](C3=O)c4cc5c(cc4O)OCO5)O)O1)C,EA_0032,AfroDb
CC1(C=C2CC(=C3C(=O)[C@H](COC3=C2CO1)c4cc5c(cc4O)OCO5)O)C,EA_0033,AfroDb
CC(=CCC[C@]1(C=Cc2c(cc(c3c2OC[C@@H](C3=O)c4ccc(c(c4O)O)OC)O)O1)C)C,EA_0034,AfroDb
CC(=CCC[C@@]1(C=Cc2c(cc3c(c2O)C(=O)[C@H](CO3)c4ccc(c(c4O)O)OC)O1)C)C,EA_0035,AfroDb
CC(=CCC[C@]1(C=Cc2c(ccc3c2OC[C@@H](C3)c4ccc(c(c4O)O)OC)O1)C)C,EA_0036,AfroDb
COc1cc2c(cc1OC)[C@H]3[C@H](CC2)Oc4c(ccc5c4C[C@@H](O5)C(=C)CO)C3=O,EA_0037,AfroDb
COc1cc2c(cc1OC)[C@]3([C@H](CC2)Oc4c(ccc5c4C[C@@H](O5)C(=C)CO)C3=O)O,EA_0038,AfroDb
Cc1cc(c2c(c1c3c(cc(c4c3C[C@@H](N[C@H]4C)C)OC)O)cccc2OC)OC,EA_0039,AfroDb
Cc1cc(c2c(c1c3c(cc(c4c3C[C@@H](N[C@H]4C)C)OC)O)cccc2OC)OC,EA_0040,AfroDb
Cc1cc2c(c(c1)OC)c(cc(c2c3c(cc(c4c3C[C@@H](N[C@H]4C)C)OC)OC)C)OC,EA_0041,AfroDb
Cc1cc(c2c(c1c3c(cc(c4c3C[C@@H]([N@@](C4(C)C)C)C)OC)OC)cc(cc2OC)OC)OC,EA_0042,AfroDb
Cc1cc(c2c(c1c3c(cc(c4c3C[C@@H]([N@@]([C@@H]4C)C)C)OC)OC)cccc2OC)OC,EA_0043,AfroDb
C[C@H]1Cc2c(c(cc(c2[C@H]([N@]1C)C)OC)OC)c3ccc(c4c3cccc4OC)OC,EA_0044,AfroDb
Cc1cc(c2c(c1c3c(cc4c(c3OC)[C@H](N[C@H](C4)C)C)O)cccc2OC)OC,EA_0045,AfroDb
Cc1cc(c2c(c1c3c(cc4c(c3OC)C(=N[C@H](C4)C)C)O)cccc2OC)OC,EA_0046,AfroDb
Cc1cc2cccc(c2c(c1[C@@H]3[C@H](C4=C(C[C@@H]([N@@]([C@@H]4C)C)C)C=C3OC)OC)O)OC,EA_0047,AfroDb
Cc1cc(c2c(c1c3c(cc(c4c3C[C@@H](N=C4C)C)OC)OC)cccc2OC)OC,EA_0048,AfroDb
Cc1cc(c2c(c1c3c(cc(c4c3C[C@@H]([N@@]([C@@H]4C)C)C)OC)OC)cccc2OC)OC,EA_0049,AfroDb
Cc1cc2cccc(c2c(c1[C@@H]3[C@H](C4=C(C[C@@H](N=C4C)C)C=C3OC)OC)O)OC,EA_0050,AfroDb
Cc1cc2cccc(c2c(c1[C@@H]3[C@H](C4=C(C[C@@H]([N@@]([C@@H]4C)C)C)C=C3OC)OC)O)OC,EA_0051,AfroDb
Cc1cc2cccc(c2c(c1[C@H]3c4cc(cc(c4C(=N[C@H]3C)C)OC)OC)O)OC,EA_0052,AfroDb
Cc1cc2c(ccc(c2c(c1)OC)OC)c3c(cc(c4c3C[C@@H](N=C4C)C)OC)OC,EA_0053,AfroDb
Cc1cc2c(ccc(c2c(c1)OC)OC)c3c(cc(c4c3C[C@@H](N[C@H]4C)C)OC)OC,EA_0054,AfroDb
Cc1cc2cc(c(c(c2c(c1)OC)O)c3c(cc4c(c3OC)C=N[C@H](C4)C)O)C,EA_0055,AfroDb
Cn1c2ccccc2c(=O)c3c1c(c(c(c3O)OC)OC)OC,EA_0056,AfroDb
Cn1c2ccccc2c(=O)c3c1cc(c(c3O)OC)OC,EA_0057,AfroDb
COc1ccc2c(c1OC)nc3c(c2OC)cco3,EA_0058,AfroDb
COc1c2ccccc2nc3c1cco3,EA_0059,AfroDb
Cn1c2ccccc2c(=O)c3c1c(c(c(c3OC)OC)OC)OC,EA_0060,AfroDb
Cn1c2c(cccc2OC)c(=O)c3c1c(c4c(c3OC)OCO4)OC,EA_0061,AfroDb
Cn1c2cc3c(c(c2c(=O)c4c1c(c(cc4)OC)OC)OC)OCO3,EA_0062,AfroDb
CC(C)([C@@H](COc1ccc2c(c1OC)nc3c(c2OC)cco3)O)O,EA_0063,AfroDb
CC[N@@]1CC[C@H]2c3ccccc3N[C@@H]2[C@H]1CCCc4c5c(ccn4)c6cc(ccc6n5C)O,EA_0064,AfroDb
CC(=CCc1ccc2c(c1)NC(=O)C2)C,EA_0065,AfroDb
CC(=CCc1ccc2c(c1)[nH]cc2[C@@H](C=C(C)C)c3ccc4cc[nH]c4c3)C,EA_0066,AfroDb
c1cc2c(cc[nH]2)cc1C=O,EA_0067,AfroDb
CC(=CCc1ccc2cc[nH]c2c1)C,EA_0068,AfroDb
CC(=C)/C=C/c1ccc2cc[nH]c2c1,EA_0069,AfroDb
CC(=O)/C=C/c1ccc2cc[nH]c2c1,EA_0070,AfroDb
CC(=CCC/C(=C/Cc1c[nH]c2c1cccc2)/C)C,EA_0071,AfroDb
CC(=CCc1ccc2c(c1)[nH]cc2C(C)(C)C=C)C,EA_0072,AfroDb
CC(=O)/C=C/c1ccc2c(c1)[nH]cc2C(C)(C)C=C,EA_0073,AfroDb
COc1c2ccoc2nc3c1cc4c(c3OC)OCO4,EA_0074,AfroDb
COc1cc(nc2c1nc3c(c2OC)CCO3)OC,EA_0075,AfroDb
COc1cc(cc(c1O)OC)C=O,EA_0076,AfroDb
CN1C=c2cc(c(cc2=C3[C@H]1c4cc5c(cc4C=C3)OCO5)OC)OC,EA_0078,AfroDb
CC(C)CNC(=O)/C=C/C=C/CCCCO,EA_0079,AfroDb
C[C@H]1C=CC2=CC(=O)C[C@@]2([C@H]3[C@H]1CCCC3)C,EA_0080,AfroDb
C/C(=C\CC/C=C(\C)/CC[C@H]([C@@]1(CC[C@](O1)(C)C(C)(C)O)C)O)/CC[C@H]([C@@H]2CC[C@H](O2)C(C)(C)O)O,EA_0081,AfroDb
C/C(=C\CC/C=C(\C)/CC[C@@H]([C@](C)(COC(=O)C)O)O)/CC/C=C(\C)/CC[C@H](C(C)(C)O)O,EA_0082,AfroDb
C/C(=C\CC/C=C(\C)/CC[C@@H](C(C)(C)O)O)/CC/C=C(\C)/CC[C@H](C(C)(C)O)O,EA_0083,AfroDb
C/C(=C\CC/C=C(\C)/CC[C@@H]([C@](C)(CCO)O)O)/CC/C=C(\C)/CC[C@H](C(C)(C)O)O,EA_0084,AfroDb
C=C[C@]12C[C@@H]([C@@H]3[C@H]([C@@H]1C(=C)C(=O)OC2)OC(=O)C3=C)OC(=O)C(=C)CO,EA_0085,AfroDb
CC(=O)C(=C)[C@@H]1[C@H](C[C@@]2(COC(=O)C(=C)[C@H]2[C@H]1O)C=C)OC(=O)C(=C)CO,EA_0086,AfroDb
C[C@@H](C(=C)CO)O[C@H]1C[C@@]23[C@@H](OC/C(=C\[C@@H]4[C@H]1C(=C)C(=O)O4)/CC[C@@]2(O3)O)O,EA_0087,AfroDb
C=C1[C@H]2[C@H](C[C@@]34[C@@H](OC/C(=C\[C@H]2OC1=O)/CC[C@@]3(O4)O)O)O[C@H](C(=C)CO)O,EA_0088,AfroDb
CC[C@H]1C(=O)O[C@]2([C@]1(CC[C@@]3([C@@H](O3)[C@@H]4C(=C(C(=O)O4)COC(=O)C)[C@H](C2)OC(=O)C(=C)CO)C)O)C,EA_0089,AfroDb
C[C@@H]1C[C@@H]([C@H]2[C@H]([C@@]1(C)CCC3=CC(=O)OC3)CC[C@@]4([C@H]2COC(=O)C)CO4)OC(=O)C,EA_0090,AfroDb
CC1=C(C(=O)C=C2C1=CC=C3[C@]2(CC[C@@]4([C@@]3(CC[C@@]5([C@H]4CC(=C)CC5)C)C)C)C)O,EA_0091,AfroDb
CC1=C(C(=O)C=C2C1=CC=C3[C@]2(CC[C@@]4([C@@]3(CC[C@@]5([C@H]4C[C@H](CC5)CO)C)C)C)C)O,EA_0092,AfroDb
CC1=C(C(=O)C=C2C1=CC=C3[C@]2(CC[C@@]4([C@@]3(CC[C@@]5([C@H]4C[C@@H](CC5)CO)C)C)C)C)O,EA_0093,AfroDb
Cc1c2c(cc(c1O)O)[C@@]3(CC[C@]4([C@@H]5CC(=C)CC[C@@]5(CC[C@@]4(C3=CC2=O)C)C)C)C,EA_0094,AfroDb
CC(C)C/C=C/C[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@]24CC[C@@]5([C@@H]3CC[C@@H](C5)O)OO4)C,EA_0095,AfroDb
C[C@@H]1[C@@](O1)([C@@H]2C[C@@H](C(=O)O2)[C@H]3[C@@H](C[C@@H]4[C@@]3(CC[C@H]5C4=CC[C@@H]6[C@@]5(CC[C@@H](C6)O[C@H]7[C@H]([C@H]([C@H]([C@@H](O7)CO)O)O)O)C)C)O)C(C)C,EA_0096,AfroDb
C[C@@H]1[C@@](O1)([C@@H]2C[C@@H](C(=O)O2)[C@H]3[C@H](C[C@@H]4[C@@]3(CC[C@H]5C4=CC[C@@H]6[C@@]5(CC[C@@H](C6)O[C@H]7[C@H]([C@H]([C@H]([C@@H](O7)CO)O)O)O)C)C)O)C(C)C,EA_0097,AfroDb
C[C@@H]1[C@@](O1)([C@@H]2C[C@@H](C(=O)O2)[C@H]3C(=O)C[C@@H]4[C@@]3(CC[C@H]5C4=CC[C@@H]6[C@@]5(CC[C@@H](C6)O[C@H]7[C@H]([C@H]([C@H]([C@@H](O7)CO)O)O)O)C)C)C(C)C,EA_0098,AfroDb
C[C@H]([C@]([C@@H]1C[C@H](C(=O)O1)[C@H]2[C@H](C[C@@H]3[C@@]2(CC[C@H]4C3=CC[C@@H]5[C@@]4(CC[C@@H](C5)O[C@H]6[C@H]([C@H]([C@H]([C@@H](O6)CO)O)O)O)C)C)O)(C(C)C)O)O,EA_0099,AfroDb
C[C@@H]1[C@@](O1)([C@@H]2[C@H]([C@@H](C(=O)O2)[C@H]3CC[C@@H]4[C@@]3(CC[C@H]5C4=CC[C@@H]6[C@@]5(CC[C@@H](C6)O[C@H]7[C@H]([C@H]([C@H]([C@@H](O7)CO)O)O)O)C)C)O)C(C)C,EA_0100,AfroDb
CC(=CCc1cc(cc(c1O)O)/C=C/C(=O)c2ccc(cc2O)O)C,EA_0101,AfroDb
COc1cc(ccc1O)C/C=C/CC(=O)c2ccc(cc2O)O,EA_0102,AfroDb
CC(C)CCc1cc(cc(c1O)OC)[C@H]2CC(=O)c3ccc(cc3O2)O,EA_0103,AfroDb
CC(=CCc1cc(cc(c1O)C=C(C)C)[C@@H]2CC(=O)c3ccc(cc3O2)O)C,EA_0104,AfroDb
CC(=CCc1cc(cc(c1O)C=C(C)C)[C@@H]2CC(=O)c3c(cc(cc3O2)O)O)C,EA_0105,AfroDb
CC(=CCc1c(cc(c(c1O)O)C=C(C)C)[C@@H]2CC(=O)c3c(cc(cc3O2)O)O)C,EA_0106,AfroDb
CC(=CCc1cc(cc2c1OC(CC2)(C)C)[C@@H]3CC(=O)c4c(cc(cc4O3)O)O)C,EA_0108,AfroDb
CC(=CCc1c(ccc2c1O[C@@H]3COc4cc5c(cc4[C@]3(C2=O)O)OCO5)OC)C,EA_0109,AfroDb
c1cc2c(c3c1C(=O)[C@@]4(c5cc6c(cc5OC[C@H]4O3)OCO6)O)OCO2,EA_0110,AfroDb
COc1ccc2c(c1OC)O[C@@H]3COc4cc5c(cc4[C@]3(C2=O)O)OCO5,EA_0111,AfroDb
CC1(CCc2c(ccc3c2O[C@@H]4COc5cc6c(cc5[C@]4(C3=O)O)OCO6)O1)C,EA_0112,AfroDb
CC1(CCc2c(ccc3c2OC[C@@H](C3=O)c4cc(c(cc4OC)OC)OC)O1)C,EA_0113,AfroDb
CC(=CC/C(=C\COc1ccc(cc1)C(=O)/C=C/c2ccc(cc2)O)/C)C,EA_0114,AfroDb
COc1c(c(c(c(c1C(=O)CCc2ccccc2)O)Cc3ccccc3O)O)Cc4ccccc4O,EA_0116,AfroDb
c1ccc(cc1)CCC(=O)c2c(c3c(c(c2O)Cc4ccccc4O)Oc5ccccc5C3)O,EA_0117,AfroDb
c1ccc(cc1)/C=C/C(=O)c2c(c(c(c(c2O)C=O)O)C=O)O,EA_0118,AfroDb
Cc1c(c(c(c(c1O)C(=O)/C=C/c2ccccc2)O)C)O,EA_0119,AfroDb
Cc1cccc2c1[C@H]3[C@@H]([C@@H]([C@@H](O3)C)C(=O)[C@H]4C(O4)(C)C)C(=O)O2,EA_0120,AfroDb
Cc1cccc2c1[C@H]3[C@@H]([C@@H]([C@H](O3)C)C(=O)[C@H]4C(O4)(C)C)C(=O)O2,EA_0121,AfroDb
Cc1cc(c(c2c1ccc(=O)o2)/C=C/C(C)(C)O)OC,EA_0122,AfroDb
CCCCCCCCC[C@@H](C#CC#C[C@@H](CC)OC(=O)C)O,EA_0123,AfroDb
CCCCCCCCC[C@@H](C#CC#C[C@@H](C=C)OC(=O)C)O,EA_0124,AfroDb
CC(=O)OCCCCCCCC[C@@H](C#CC#C[C@@H](C=C)OC(=O)C)O,EA_0125,AfroDb
CC(=O)[C@@H](CCCCCCCCOC(=O)C)C#CC#C[C@@H](C=C)OC(=O)C,EA_0126,AfroDb
CC(=O)[C@@H](CCCCCCCCOC(=O)C)C#CC#C[C@@H](C=C)OC(=O)C,EA_0127,AfroDb
