ID,SMILES,Data set
"""CHEMBL1978925",O=C(NN=Cc1ccc(OC(=O)c2ccccc2Cl)cc1)c1cc(O)cc(O)c1,DNMT1
"""CHEMBL1566980",O=C(CSc1nc(=O)c2ccccc2[nH]1)N=c1[nH]c(-c2ccc(Br)cc2)cs1,DNMT1
"""CHEMBL1403497",O=c1cc(O)[nH]c(=O)n1Cc1ccco1,DNMT1
"""CHEMBL1408320",CC(C)N1C(=O)C(=CC=Cc2ccco2)C(=O)N(Cc2ccco2)C1=O,DNMT1
"""CHEMBL1603637",COc1ccc(C=c2c(=CSc3ccc(Cl)cc3)[nH]n(-c3nc4ccccc4s3)c2=O)cc1,DNMT1
"""CHEMBL418052",N=c1[nH]cnc2c1ncn2C1OC(CSCCC(N)C(=O)O)C(O)C1O,DNMT1
"""CHEMBL1964442",O=C(NN=Cc1ccoc1)c1cc(O)cc(O)c1,DNMT1
"""CHEMBL1423709",Cn1cccc1C=C1C(=O)NC(=S)N(Cc2ccc(F)cc2)C1=O,DNMT1
"""CHEMBL1310120",CC1=CC(=Cc2ccc(Br)o2)C(=O)O1,DNMT1
"""CHEMBL4205373",COc1cc2c(=NC3CC4CCC(C3)N4C)cc(-c3ccc(C)o3)[nH]c2cc1OCCCN1CCCC1,DNMT1
"""CHEMBL4210432",Cc1ccc(-c2cc(=NC3CCN(C)CC3)c3cc(O)c(OCCCN4CCCC4)cc3[nH]2)o1,DNMT1
"""CHEMBL4203186",Cc1ccc(-c2cc(=NC3CCN(C)CC3)c3cc(C#N)c(OCCCN4CCCC4)cc3[nH]2)o1,DNMT1
"""CHEMBL4588797",N#Cc1cn(C2OC(CSCCC(N)C(=O)O)C(O)C2O)c2[nH]cnc(=N)c12,DNMT1
"""CHEMBL418052",N=c1[nH]cnc2c1ncn2C1OC(CSCCC(N)C(=O)O)C(O)C1O,DNMT1
"""CHEMBL83747",O=C(NCCSSCCNC(=O)C(Cc1ccc(O)c(Br)c1)=NO)C(Cc1ccc(O)c(Br)c1)=NO,DNMT1
"""CHEMBL1397916",O=C(NNC(=O)c1ccccc1F)c1cccc(-n2cccc2)c1,DNMT1
"""CHEMBL1612983",C=c1c(=Cc2c(O)[nH]c(=O)n(-c3ccc(Cl)cc3)c2=O)cc(C)n1-c1sc2c(c1C#N)CCCC2,DNMT1
"""CHEMBL1533230",CC(C)(CS(=O)(=O)[O-])NC(=O)CC[N+](C)(C)CCO,DNMT1
"""CHEMBL1904582",NC(CSC(c1ccccc1)(c1ccccc1)c1ccc(-c2ccccc2)cc1)C(=O)O,DNMT1
"""CHEMBL1701761",OCC(O)c1oc(O)c(O)c1O,DNMT1
"""CHEMBL4206035",COc1cc2c(=NC3CC4(CCN(C)CC4)C3)cc(-c3ccc(C)o3)[nH]c2cc1OCCCN1CCCC1,DNMT1
"""CHEMBL4204482",COc1cc2c(=NC3CC4(CCN(C(C)C)CC4)C3)cc(-c3ccc(C)o3)[nH]c2cc1OCCCN1CCCC1,DNMT1
"""CHEMBL418052",N=c1[nH]cnc2c1ncn2C1OC(CSCCC(N)C(=O)O)C(O)C1O,DNMT1
"""CHEMBL2171169",CC(C)N(CCCNC(=O)Nc1ccc(C(C)(C)C)cc1)CC1OC(n2cnc3c(=N)[nH]cnc32)C(O)C1O,DNMT1
"""CHEMBL1571682",CCN(CC)CCC(=O)Nc1cccc2c1C(=O)c1ccccc1C2=O,DNMT1
"""CHEMBL1975801",CCOC(=O)C1=C(C)N=c2sc(=Cc3ccc(OCC(=O)O)c(OC)c3)c(=O)n2C1c1ccc(Cl)cc1,DNMT1
"""CHEMBL1441143",CCCCCCCCc1n[nH]c(=NC(=O)c2ccco2)s1,DNMT1
"""CHEMBL1317569",CC(=O)c1cccc(OCC(=O)N(C)CC(=O)NCc2ccco2)c1,DNMT1
"""CHEMBL1566994",COc1cc(=NS(=O)(=O)c2ccc(NC(=S)NC(=O)C=Cc3ccco3)cc2)[nH]cn1,DNMT1
"""CHEMBL1560128",CCOC(=O)c1cc(-c2ccc(N3CCOCC3)cc2)nn1-c1ccccc1C(=O)O,DNMT1
"""CHEMBL1519992",Cc1ccc(-n2nc(-c3ccco3)cc2C(=O)O)c(C)c1,DNMT1
"""CHEMBL2007178",O=C(O)c1ccc(-n2cccc2C=NNC(=O)c2cc3cc(Br)ccc3o2)cc1,DNMT1
"""CHEMBL1501577",COC(=O)c1ccccc1NC(=O)CCS(=O)(=O)c1ccc(Br)cc1,DNMT1
"""CHEMBL1561729",O=C(O)c1ccc(-n2cccc2CC2=NC(=O)N(c3ccccc3)C2=O)cc1,DNMT1
"""CHEMBL1587837",COc1ccc(NS(=O)(=O)c2ccc(O)c(NC(=O)c3cc4c(C)nn(-c5ccc(F)cc5)c4s3)c2)cc1,DNMT1
"""CHEMBL3414631",O=C(O)C(Cc1c[nH]c2ccccc12)N1C(=O)C=CC1=O,DNMT1
"""CHEMBL3126651",O=C(Nc1ccc(N=c2cc[nH]c3ccccc23)cc1)c1ccc(N=c2cc[nH]c3ccccc23)cc1,DNMT1
"""CHEMBL3126651",O=C(Nc1ccc(N=c2cc[nH]c3ccccc23)cc1)c1ccc(N=c2cc[nH]c3ccccc23)cc1,DNMT1
"""CHEMBL1469245",COC(=O)c1c(NC(=O)COC(=O)c2ccc(NC(=O)CC#N)cc2)sc2c1CCCCC2,DNMT1
"""CHEMBL1485277",CCOc1ccc(C=NNc2ccc(S(=O)(=O)Nc3ccccc3C(=O)O)cc2[N+](=O)[O-])cc1,DNMT1
"""CHEMBL1480378",Cc1cc[nH]c(=NS(=O)(=O)c2ccc(NC(=O)Cc3cccs3)cc2)n1,DNMT1
"""CHEMBL1521144",O=C(CSc1nc(=O)c2cnn(-c3ccccc3)c2[nH]1)c1ccc(Cl)cc1,DNMT1
"""CHEMBL1464280",C=C(C)C(=O)Nc1cccc(C2=NOC3(C2)CC(C(N)=O)N(C(=O)C2(C)CC2)C3)c1,DNMT1
"""CHEMBL1490134",C=CCOc1ccc(C=NNc2ccc(S(=O)(=O)Nc3ccccc3C(=O)O)cc2[N+](=O)[O-])cc1OC,DNMT1
"""CHEMBL4202651",COc1cc2[nH]c(-c3ccc(C)o3)cc(=NC3CCN(C)CC3)c2cc1OC,DNMT1
"""CHEMBL4203655",COc1cc2c(=NC3CCN(C)CC3)cc(-c3ccc(C)o3)[nH]c2cc1OC1CCNCC1,DNMT1
"""CHEMBL4212218",COc1cc2c(=NC3CCC34CCN(C)C4)cc(-c3ccc(C)o3)[nH]c2cc1OCCCN1CCCC1,DNMT1
"""CHEMBL1435948",COc1ccc(S(=O)(=O)N2CCN(C(=O)C3COc4ccccc4O3)CC2)cc1,DNMT1
"""CHEMBL1568915",CC(=CCCC(C)C1CCC2(C)C3=C(CCC12C)C1(C)CCC(=O)C(C)(C)C1CC3)C(=O)O,DNMT1
"""CHEMBL1437464",CCOC(=O)C1CCCN(C(=O)c2cc(-c3ccco3)nc3ccccc23)C1,DNMT1
"""CHEMBL1332402",Cc1ccc(NC(=O)CN2C(=O)SC(=Cc3ccc(-c4cc(C(=O)O)ccc4C)o3)C2=O)cc1C,DNMT1
"""CHEMBL3109084",O=C(O)C(Cc1c[nH]c2ccccc12)NSc1ncccc1[N+](=O)[O-],DNMT1
"""CHEMBL1346592",Cc1ccccc1NC(=O)CN1C(=O)N=C(Cc2cccn2-c2cccc(C(=O)O)c2)C1=O,DNMT1
"""CHEMBL1341590",CC(=O)OC=C1CSC2C(NC(=O)c3ccc(COc4cccc(Cl)c4Cl)o3)C(=O)N2C1C(=O)O,DNMT1
"""CHEMBL1704614",O=C1C(=O)c2c(ccc3ccccc23)-c2ccccc21,DNMT1
"""CHEMBL580076",COc1ccc2[nH]c(C)cc(=Nc3ccc(N4CCN(C)CC4)cc3)c2c1,DNMT1
"""CHEMBL4640870",O=C(CSc1ncnc2sccc12)N1CCN(Cc2cc(=O)n3ccsc3n2)CC1,DNMT1
"""CHEMBL552309",N=c1[nH]cnc2c1ccn2C1OC(CSCCC(N)C(=O)O)C(O)C1O,DNMT1
"""CHEMBL4874514",COc1cc2[nH]c(-c3ccc(C)o3)cc(=NCC3CCN(C4CC(C(O)=NO)C4)CC3)c2cc1OC,DNMT1
"""CHEMBL4854659",COc1cc2[nH]c(-c3ccc(C)o3)cc(=NCC3CCN(c4ccc(C(O)=NO)cn4)CC3)c2cc1OC,DNMT1
"""CHEMBL4208004",COc1cc2c(=NCC3CCN(C)CC3)cc(-c3ccc(C)o3)[nH]c2cc1OCCCN1CCCC1,DNMT1
"""CHEMBL418052",N=c1[nH]cnc2c1ncn2C1OC(CSCCC(N)C(=O)O)C(O)C1O,DNMT1
"""CHEMBL1985987",CC(=NNC(=O)c1cc(O)cc(O)c1)c1ccc(NC(=O)Cc2ccccc2)cc1,DNMT1
"""CHEMBL1377441",O=C(O)c1ccc(-c2ccc(CC3=NC(=O)N(Cc4ccc(Cl)cc4)C3=O)o2)cc1Cl,DNMT1
"""CHEMBL1523953",Cc1ccc(S(=O)(=O)N2C(c3ccc(C(C)C)cc3)C=CC(C(=O)O)C2c2ccc(C(C)(C)C)cc2)cc1,DNMT1
"""CHEMBL1360321",CN1C(=O)NC(=O)C(=Cc2ccc([N+](=O)[O-])o2)C1=O,DNMT1
"""CHEMBL1429479",Cc1ccc(N2C(=O)NC(=O)C(=Cc3ccoc3)C2=O)cc1,DNMT1
"""CHEMBL1972915",Cc1nn(-c2ccccc2)c(Cl)c1C=NNc1ccc(S(=O)(=O)Nc2ccccc2C(=O)O)cc1[N+](=O)[O-],DNMT1
"""CHEMBL3414633",O=[N+]([O-])c1cc(S(=O)(=O)Nc2ccc(O)c3ccccc23)ccc1Cl,DNMT1
"""CHEMBL562689",N=c1[nH]cnc2c1ncn2C1OC(CSCC2CCCN2)C(O)C1O,DNMT1
"""CHEMBL1571625",C=c1[nH]n(-c2ccccc2)c(=O)c1=Cc1[nH]c(=S)[nH]c1O,DNMT1
"""CHEMBL256098",Cc1ccc(NC(=O)CN2C(=O)SC(=Cc3cccn3-c3cccc(C(=O)O)c3)C2=O)c(C)c1,DNMT1
"""CHEMBL1446088",CCN(CC(=O)Nc1c(F)cccc1F)C(=O)c1cccc(-n2cccc2)c1,DNMT1
"""CHEMBL4554522",COc1ccc(CN2CCC(N=c3[nH]c(=Nc4ccc(NC(=O)CCCCCCC(O)=NO)cc4)[nH]c4cc(OC)c(OC)cc34)CC2)cc1,DNMT1
"""CHEMBL1489",N=c1ncn(C2OC(CO)C(O)C2O)c(=O)[nH]1,DNMT1
"""CHEMBL4163369",COc1cc2c(=NC3CCN(C)CC3)cc(C)[nH]c2cc1OCCCN1CCCC1,DNMT1
"""CHEMBL4162957",COc1cc2c(=NC3CCN(C)CC3)cc(-c3cc[nH]c(=O)c3)[nH]c2cc1OCCCN1CCCC1,DNMT1
"""CHEMBL4174677",COc1cc2c(=NC3CCN(C)CC3)cc(-c3cc4ccccc4o3)[nH]c2cc1OCCCN1CCCC1,DNMT1
"""CHEMBL4162911",COc1cc2c(=NC3CCN(C4CC4)CC3)cc(-c3ccc(C)o3)[nH]c2cc1OCCCN1CCCC1,DNMT1
"""CHEMBL1995706",COc1ccc(Br)cc1C=NNc1ccc(S(=O)(=O)Nc2ccccc2C(=O)O)cc1[N+](=O)[O-],DNMT1
"""CHEMBL1609276",O=C1COc2ccc(C(=O)COC(=O)C=Cc3ccc(Br)o3)cc2N1,DNMT1
"""CHEMBL104663",N=C(N)NCCCS(=O)(=O)Nc1ccc(N=c2c3ccccc3[nH]c3cc([N+](=O)[O-])ccc23)cc1,DNMT1
"""CHEMBL1482590",C=C(C)C(=O)Nc1cccc(C2=NOC3(C2)CC(C(N)=O)N(C(=O)CC)C3)c1,DNMT1
"""CHEMBL1510676",Cc1ccc(C2C(C=C3SC(=S)NC3=O)=C(c3cccs3)Oc3ccccc32)cc1,DNMT1
"""CHEMBL1706407",CN(c1ccccc1)c1ccc(C=C(CCC(=O)O)c2nc3ccccc3s2)cc1[N+](=O)[O-],DNMT1
"""CHEMBL1430983",COc1cc(C=C2SC(=O)N(Cc3ccc(Cl)cc3)C2=O)cc([N+](=O)[O-])c1O,DNMT1
"""CHEMBL1509648",Cc1ccc(C=CC(=O)Nc2ccc([N+](=O)[O-])c(NC(=O)C=Cc3ccc(C)o3)c2)o1,DNMT1
"""CHEMBL1967046",c1coc(-c2ccc3nncn3c2)c1,DNMT1
"""CHEMBL1461389",Cc1ccccc1NC(=O)CSc1ccsc1[N+](=O)[O-],DNMT1
"""CHEMBL1560629",C=c1c(=Cc2c(O)[nH]c(=O)n(-c3ccccc3F)c2=O)cc(C)n1-c1cc(C(=O)O)cc(C(=O)O)c1,DNMT1
"""CHEMBL1395998",CN(C)C(CNC(=O)c1cc(-c2ccco2)nc2ccccc12)c1ccccc1,DNMT1
"""CHEMBL1566530",O=C(O)CN1C(=O)C(=Cc2cc(Br)ccc2OCc2ccccc2Cl)SC1=S,DNMT1
"""CHEMBL1391256",O=C1CCCC2=c3c(ccc4ccccc34)=NC(c3ccco3)C12,DNMT1
"""CHEMBL1472200",CCOC(=O)Cc1csc(=NC(=O)c2sc3nc4cc(C)ccc4cc3c2N)[nH]1,DNMT1
"""CHEMBL1411673",COc1ccc(CN2C(=O)NC(=O)C(=Cc3ccco3)C2=O)cc1,DNMT1
"""CHEMBL1704267",O=C(NN=Cc1ccc(F)cc1)c1cc(-c2ccco2)nc2ccccc12,DNMT1
"""CHEMBL1440277",CC(C)COc1ccc(-c2nn(-c3ccccc3)cc2C=C2SC(=S)N(CC(=O)O)C2=O)cc1,DNMT1
"""CHEMBL1443718",CCOC(=O)C(C)N1C(=O)SC(=Cc2ccc(-c3ccccc3C(=O)O)o2)C1=O,DNMT1
"""CHEMBL1408747",O=C(O)c1ccc(-n2cccc2C=C2SC(=O)N(CC(=O)N3CCCC3)C2=O)cc1,DNMT1
"""CHEMBL418052",N=c1[nH]cnc2c1ncn2C1OC(CSCCC(N)C(=O)O)C(O)C1O,DNMT1
"""CHEMBL555352",NC(CCSCC1OC(n2cnc3c(=NCCc4ccc(-c5ccccc5)cc4)[nH]cnc32)C(O)C1O)C(=O)O,DNMT1
"""CHEMBL297453",O=C(OC1Cc2c(O)cc(O)cc2OC1c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1,DNMT1
"""CHEMBL2336409",Cc1cc(=Nc2ccc(NC(=O)c3ccc(N=c4cc[nH]c5ccccc45)cc3)cc2)[nH]c(=N)[nH]1,DNMT1
"""CHEMBL4167876",COc1cc2c(=NC3CCN(C)CC3)cc(-c3ccc(CN(C)C)o3)[nH]c2cc1OCCCN1CCCC1,DNMT1
"""CHEMBL4207483",COc1cc2c(=NC3CCN(C)CC3)cc(-c3ccc(C)o3)[nH]c2cc1OCCCN1CCC(F)C1,DNMT1
"""CHEMBL4215326",COc1cc2c(=NC3CCN(C)CC3)cc(-c3ccc(C)o3)[nH]c2cc1OC1CC2(C1)CN(C)C2,DNMT1
"""CHEMBL4215862",COc1cc2c(=NC3CCN(C)CC3)cc(-c3ccc(C)o3)[nH]c2cc1OC1CC2(C1)CN(C(C)C)C2,DNMT1
"""CHEMBL1702473",COC1C(=N)C(=O)c2nc(C)ccc2C1=O,DNMT1
"""CHEMBL1529471",CC(C(=O)Nc1ccc(O)c(C(=O)O)c1)N1C(=O)C(=Cc2ccco2)SC1=S,DNMT1
"""CHEMBL1313324",O=C(O)CCN1C(=O)C(=Cc2ccc(-c3nc4ccccc4s3)o2)SC1=S,DNMT1
"""CHEMBL1729254",COc1cc(CCc2ccccc2)c(C(=O)O)c(O)c1CC=C(C)CCC=C(C)C,DNMT1
"""CHEMBL1332506",O=C1NN(c2ccccc2)C(=O)C1=Cc1ccc(-c2ccc(C(=O)O)cc2)o1,DNMT1
"""CHEMBL1421172",CCCCN1C(=O)C(=CC=Cc2ccco2)C(=O)NC1=S,DNMT1
"""CHEMBL4208004",COc1cc2c(=NCC3CCN(C)CC3)cc(-c3ccc(C)o3)[nH]c2cc1OCCCN1CCCC1,DNMT1
"""CHEMBL4206071",COc1cc2c(OC3CCN(C)CC3)cc(-c3ccc(C)o3)nc2cc1OCCCN1CCCC1,DNMT1
"""CHEMBL4856184",COc1cc2c(=NCC3CCN(Cc4ccc(C(O)=NO)cc4)CC3)cc(-c3ccc(C)o3)[nH]c2cc1OCCCN1CCCC1,DNMT1
"""CHEMBL3087498",CC(C)N(CCCNC(=O)Nc1ccc(C(C)(C)C)cc1)CC1OC(n2cc(Br)c3c(=N)[nH]cnc32)C(O)C1O,DNMT1
"""CHEMBL551167",COC(=O)C1CC(SCC2OC(n3cnc4c(=N)[nH]cnc43)C(O)C2O)CN1C,DNMT1
"""CHEMBL4855461",COc1cc2[nH]c(-c3ccc(C)o3)cc(=NC3CCC(C(O)=NO)CC3)c2cc1OC,DNMT1
"""CHEMBL44",O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12,DNMT1
"""CHEMBL4208522",COc1cc2c(=NC(C)(C)C3CCN(C)CC3)cc(-c3ccc(C)o3)[nH]c2cc1OCCCN1CCCC1,DNMT1
"""CHEMBL4173662",COc1cc2c(=NC3CCN(C)CC3)cc(-c3ccoc3)[nH]c2cc1OCCCN1CCCC1,DNMT1
"""CHEMBL4166410",COc1cc2c(=NC3CCN(C)CC3)cc(C3CCC(C)O3)[nH]c2cc1OCCCN1CCCC1,DNMT1
"""CHEMBL4159955",CCNCc1ccc(-c2cc(=NC3CCN(C)CC3)c3cc(OC)c(OCCCN4CCCC4)cc3[nH]2)o1,DNMT1
"""CHEMBL4166777",COc1cc2c(=NC3CCN(C)CC3)cc(-c3ccc(-c4ccccc4)o3)[nH]c2cc1OCCCN1CCCC1,DNMT1
"""CHEMBL4865830",COc1cc2c(=NCC3CCN(c4ncc(C(O)=NO)cn4)CC3)cc(C)[nH]c2cc1OCCCN1CCCC1,DNMT1
"""CHEMBL4207526",CCc1ccc(-c2cc(=NC3CCN(C)CC3)c3cc(OC)c(OCCCN(C)C)cc3[nH]2)o1,DNMT1
"""CHEMBL559281",N=c1[nH]cnc2c1ncn2C1OC(CSC2CCCC2N)C(O)C1O,DNMT1
"""CHEMBL1897695",CCCCCCCCC(=O)c1c(OC)oc(C=O)cc1=O,DNMT1
"""CHEMBL1369492",CCc1n[nH]c(=NS(=O)(=O)c2ccc(NC(=S)NC(=O)C=Cc3ccc(C(C)C)cc3)cc2)s1,DNMT1
"""CHEMBL1303651",O=C(O)C(c1ccccc1)N1C(=O)C(=Cc2ccc(-c3ccc(Br)cc3)o2)SC1=S,DNMT1
"""CHEMBL4870578",COc1cc2[nH]c(-c3ccc(C)o3)cc(=NCC3CCN(Cc4ccc(C(O)=NO)cc4)CC3)c2cc1OC,DNMT1
"""CHEMBL563946",N=c1cc[nH]c2c1ncn2C1OC(CSCCC(N)C(=O)O)C(O)C1O,DNMT1
"""CHEMBL4216663",COc1cc2c(=NCC3C4CCC3CN(C)C4)cc(-c3ccc(C)o3)[nH]c2cc1OCCCN1CCCC1,DNMT1
"""CHEMBL4215377",Cc1ccc(-c2cc(=NC3CCN(C)CC3)c3cc(Cl)c(OCCCN4CCCC4)cc3[nH]2)o1,DNMT1
"""CHEMBL2336409",Cc1cc(=Nc2ccc(NC(=O)c3ccc(N=c4cc[nH]c5ccccc45)cc3)cc2)[nH]c(=N)[nH]1,DNMT1
"""CHEMBL2349526",N=c1[nH]cnc2c1c(Br)cn2C1OC(CSCCC(N)C(=O)O)C(O)C1O,DNMT1
"""CHEMBL1231795",COc1cc2c(=NC3CCN(C(C)C)CC3)[nH]c(C3CCCCC3)nc2cc1OCCCN1CCCC1,DNMT1
"""CHEMBL4213346",COc1cc2c(=NC3CC4(CCN(C)CC4)C3)cc(-c3ccc(C)o3)[nH]c2cc1OCC1CCN(C)CC1,DNMT1
"""CHEMBL4204903",COc1cc2c(=NC3CC4(CCN(C)CC4)C3)cc(-c3ccc(C)o3)[nH]c2cc1OC1CC2(C1)CN(C)C2,DNMT1
"""CHEMBL4162206",COc1cc2c(=NC3CCN(C(C)C)CC3)cc(C3CCCCC3)[nH]c2cc1OCCCN1CCCC1,DNMT1
"""CHEMBL115145",O=C(O)c1cc(Cc2ccc(O)c(C(=O)O)c2)ccc1O,DNMT1
"""CHEMBL4217747",COc1cc2c(=NCc3ccccc3)cc(-c3ccc(C)o3)[nH]c2cc1OCCCN1CCCC1,DNMT1
"""CHEMBL4203933",CCc1ccc(-c2cc(=NC3CCC34CCN(C)CC4)c3cc(OC)c(OCCCN4CCCC4)cc3[nH]2)o1,DNMT1
"""CHEMBL4210033",CCc1ccc(-c2cc(=NC3CCN(C)CC3)c3cc(OC)c(OCCCN4CCCCC4)cc3[nH]2)o1,DNMT1
"""CHEMBL1579066",Oc1cccc2cc3cccc(O)c3c(O)c12,DNMT1
"""CHEMBL1514259",COc1cc(C=C(CCC(=O)O)c2nc3ccccc3s2)ccc1OCC(=O)Nc1c(Cl)cccc1Cl,DNMT1
"""CHEMBL1789994",CC[N+](C)(CC)CCCCOc1ccc2c(c1)C(=O)c1cc(OCCCC[N+](C)(CC)CC)ccc1-2,DNMT1
"""CHEMBL1209491",COc1cc2cc(Oc3ccc4ccc(=O)oc4c3)c(=O)oc2cc1OC1OC(CO)C(O)C(O)C1O,DNMT1
"""CHEMBL4852593",COc1cc2c(=NCC3CCN(c4ncc(C(O)=NO)cn4)CC3)cc(-c3ccc(C)o3)[nH]c2cc1OCCCN1CCCC1,DNMT1
"""CHEMBL4862781",COc1cc2[nH]c(-c3ccc(C)o3)cc(=NCC3CCC(C(O)=NO)CC3)c2cc1OC,DNMT1
"""CHEMBL4856110",COc1cc2[nH]c(-c3ccc(C)o3)cc(=NCC3CCN(c4ncc(C(O)=NO)cn4)CC3)c2cc1OC,DNMT1
"""CHEMBL4876823",COc1cc2[nH]c(-c3ccc(C)o3)cc(=NCC3C4CCC3CN(c3ncc(C(O)=NO)cn3)C4)c2cc1OC,DNMT1
"""CHEMBL4855710",COc1cc2c(=NC3CCN(c4ccc(C(O)=NO)cc4)CC3)cc(-c3ccc(C)o3)[nH]c2cc1OCCCN1CCCC1,DNMT1
"""CHEMBL1564869",O=C(O)C(Cc1c[nH]c2ccccc12)N1C(=O)c2ccccc2C1=O,DNMT1
"""CHEMBL4863011",COc1cc2c(=NC3CCN(c4ncc(C(O)=NO)cn4)CC3)cc(C)[nH]c2cc1OCCCN1CCCC1,DNMT1
"""CHEMBL4170114",COc1cc2c(=NC3CCN(C)CC3)cc(-c3ccc(C)o3)[nH]c2cc1OCCCN1CCCC1,DNMT1
"""CHEMBL4203133",COc1cc2c(=NC3CCN(C)CC3)cc(-c3ccc(C)o3)[nH]c2cc1OCC1CCN(C)CC1,DNMT1
"""CHEMBL418052",N=c1[nH]cnc2c1ncn2C1OC(CSCCC(N)C(=O)O)C(O)C1O,DNMT1
"""CHEMBL3126653",Nc1ccc(NC(=O)c2ccc(N=c3cc[nH]c4ccccc34)cc2)cc1,DNMT1
"""CHEMBL4171233",COc1cc2c(=NC3CCN(C(C)C)CC3)cc(-c3ccc(C)o3)[nH]c2cc1OCCCN1CCCC1,DNMT1
"""CHEMBL4160008",CCc1ccc(-c2cc(=NC3CCN(C)CC3)c3cc(OC)c(OCCCN4CCCC4)cc3[nH]2)o1,DNMT1
"""CHEMBL4161915",COc1cc2c(=NC3CCN(C)CC3)cc(-c3ccn(C)n3)[nH]c2cc1OCCCN1CCCC1,DNMT1
"""CHEMBL4171275",COc1cc(=NC2CCN(C)CC2)c2cc(OC)c(OCCCN3CCCC3)cc2[nH]1,DNMT1
"""CHEMBL4170114",COc1cc2c(=NC3CCN(C)CC3)cc(-c3ccc(C)o3)[nH]c2cc1OCCCN1CCCC1,DNMT1
"""CHEMBL2336409",Cc1cc(=Nc2ccc(NC(=O)c3ccc(N=c4cc[nH]c5ccccc45)cc3)cc2)[nH]c(=N)[nH]1,DNMT1
"""CHEMBL4162967",COc1cc2c(=NC3CCN(C)CC3)cc(N3CCN(C)CC3)[nH]c2cc1OCCCN1CCCC1,DNMT1
"""CHEMBL4170225",COc1cc2c(=NC3CCN(C)CC3)cc(-c3ccc(C)[nH]3)[nH]c2cc1OCCCN1CCCC1,DNMT1
"""CHEMBL4203647",COc1cc2c(=NCC3CCN(C(C)C)CC3)cc(-c3ccc(C)o3)[nH]c2cc1OCCCN1CCCC1,DNMT1
"""CHEMBL4205136",CCc1ccc(-c2cc(=NC3CCN(C)CC3)c3cc(OC)c(OCCCN4CCC5(CC5)C4)cc3[nH]2)o1,DNMT1
"""CHEMBL4209267",COc1cc2c(=NC3C4CCC3CN(C)C4)cc(-c3ccc(C)o3)[nH]c2cc1OC1CC2(C1)CN(C)C2,DNMT1
"""CHEMBL4863394",COc1cc2[nH]c(-c3ccc(C)o3)cc(=NCc3ccc(C(O)=NO)cc3)c2cc1OC,DNMT1
"""CHEMBL4850606",COc1cc2c(=NCC3CCC(C(O)=NO)CC3)cc(-c3ccc(C)o3)[nH]c2cc1OCCCN1CCCC1,DNMT1
"""CHEMBL4854447",COc1cc2c(=NC3CCN(Cc4ccc(C(O)=NO)cc4)CC3)cc(-c3ccc(C)o3)[nH]c2cc1OCCCN1CCCC1,DNMT1
"""CHEMBL4872782",COc1cc2c(=NCC3CCN(C4CCC(C(O)=NO)CC4)CC3)cc(-c3ccc(C)o3)[nH]c2cc1OCCCN1CCCC1,DNMT1
"""CHEMBL4862662",COc1cc2[nH]c(-c3ccc(C)o3)cc(=NC3CCN(c4ncc(C(O)=NO)cn4)CC3)c2cc1OC,DNMT1
"""CHEMBL4160008",CCc1ccc(-c2cc(=NC3CCN(C)CC3)c3cc(OC)c(OCCCN4CCCC4)cc3[nH]2)o1,DNMT1
"""CHEMBL4210955",Cc1ccc(-c2cc(=NC3CCN(C)CC3)c3ccc(OCCCN4CCCC4)cc3[nH]2)o1,DNMT1
"""CHEMBL4208010",COc1cc2c(=NC3CCN(C)CC3)cc(-c3ccc(C)o3)[nH]c2cc1OCC1CCNCC1,DNMT1
"""CHEMBL4170114",COc1cc2c(=NC3CCN(C)CC3)cc(-c3ccc(C)o3)[nH]c2cc1OCCCN1CCCC1,DNMT1
"""CHEMBL4856508",COc1cc2c(=NCc3ccc(C4CCC(C(O)=NO)CC4)cc3)cc(-c3ccc(C)o3)[nH]c2cc1OCCCN1CCCC1,DNMT1
"""CHEMBL4869419",COc1cc2[nH]c(-c3ccc(C)o3)cc(=NCC3CCN(Cc4ccc(C(O)=NO)s4)CC3)c2cc1OC,DNMT1
"""CHEMBL4173626",CCc1ccc(-c2cc(=NC3CCN(C(C)C)CC3)c3cc(OC)c(OCCCN4CCCC4)cc3[nH]2)o1,DNMT1
"""CHEMBL4876993",COc1cc2c(=NCC3CCN(c4ncc(C(O)=NO)cn4)CC3)cc(-c3ccc(C)o3)[nH]c2cc1OCC1CCNCC1,DNMT1
"""CHEMBL4872188",COc1cc2c(=NCc3ccc(C(O)=NO)cc3)cc(-c3ccc(C)o3)[nH]c2cc1OCCCN1CCCC1,DNMT1
"""CHEMBL4873711",COc1cc2c(=NCC3CCN(c4ccc(C(O)=NO)cc4)CC3)cc(-c3ccc(C)o3)[nH]c2cc1OCCCN1CCCC1,DNMT1
"""CHEMBL4849689",COc1cc2c(=NCC3CCC(c4ccc(C(O)=NO)cc4)CC3)cc(-c3ccc(C)o3)[nH]c2cc1OCCCN1CCCC1,DNMT1
"""CHEMBL1201129",N=c1ncn(C2CC(O)C(CO)O2)c(=O)[nH]1,DNMT1
"""CHEMBL4164497",COc1cc2c(=NC3CCN(C)CC3)cc(-c3cccnc3)[nH]c2cc1OCCCN1CCCC1,DNMT1
